"Connect using 
""PLX-DAQ Simple Test""";;;;;;;;;
17:08:58;;8;;;;;;;
17:09:00;;8;;;;;;;
17:09:01;;9;;;;;;;
17:09:03;;8;;;;;;;
17:09:05;;8;;;;;;;
17:09:07;;9;;;;;;;
17:09:08;;8;;;;;;;
17:09:10;;8;;;;;;;
17:09:12;;8;;;;;;;
17:09:14;;8;;;;;;;
17:09:15;;8;;;;;;;
17:09:17;;9;;;;;;;
17:09:19;;8;;;;;;;
17:09:21;;8;;;;;;;
17:09:22;;8;;;;;;;
17:09:24;;8;;;;;;;
17:09:26;;8;;;;;;;
17:09:28;;8;;;;;;;
17:09:30;;8;;;;;;;
17:09:31;;8;;;;;;;
17:09:33;;8;;;;;;;
17:09:35;;8;;;;;;;
17:09:37;;8;;;;;;;
17:09:38;;8;;;;;;;
17:09:40;;8;;;;;;;
17:09:42;;9;;;;;;;
17:09:44;;8;;;;;;;
17:09:45;;8;;;;;;;
17:09:47;;8;;;;;;;
17:09:49;;8;;;;;;;
17:09:51;;8;;;;;;;
17:09:52;;8;;;;;;;
17:09:54;;8;;;;;;;
17:09:56;;8;;;;;;;
17:09:58;;8;;;;;;;
17:09:59;;8;;;;;;;
17:10:01;;8;;;;;;;
17:10:03;;8;;;;;;;
17:10:05;;8;;;;;;;
17:10:06;;8;;;;;;;
17:10:08;;8;;;;;;;
17:10:10;;8;;;;;;;
17:10:12;;8;;;;;;;
17:10:13;;8;;;;;;;
17:10:15;;8;;;;;;;
17:10:17;;9;;;;;;;
17:10:19;;8;;;;;;;
17:10:20;;8;;;;;;;
17:10:22;;8;;;;;;;
17:10:24;;8;;;;;;;
17:10:26;;8;;;;;;;
17:10:28;;8;;;;;;;
17:10:29;;8;;;;;;;
17:10:31;;8;;;;;;;
17:10:33;;8;;;;;;;
17:10:35;;8;;;;;;;
17:10:36;;8;;;;;;;
17:10:38;;8;;;;;;;
17:10:40;;8;;;;;;;
17:10:42;;8;;;;;;;
17:10:43;;8;;;;;;;
17:10:45;;8;;;;;;;
17:10:47;;8;;;;;;;
17:10:49;;8;;;;;;;
17:10:50;;8;;;;;;;
17:10:52;;8;;;;;;;
17:10:54;;8;;;;;;;
17:10:56;;8;;;;;;;
17:10:57;;8;;;;;;;
17:10:59;;8;;;;;;;
17:11:01;;8;;;;;;;
17:11:03;;8;;;;;;;
17:11:04;;8;;;;;;;
17:11:06;;8;;;;;;;
17:11:08;;8;;;;;;;
17:11:10;;8;;;;;;;
17:11:11;;8;;;;;;;
17:11:13;;8;;;;;;;
17:11:15;;8;;;;;;;
17:11:17;;8;;;;;;;
17:11:18;;8;;;;;;;
17:11:20;;8;;;;;;;
17:11:22;;8;;;;;;;
17:11:24;;8;;;;;;;
17:11:26;;8;;;;;;;
17:11:27;;8;;;;;;;
17:11:29;;8;;;;;;;
17:11:31;;8;;;;;;;
17:11:33;;8;;;;;;;
17:11:34;;8;;;;;;;
17:11:36;;8;;;;;;;
17:11:38;;8;;;;;;;
17:11:40;;8;;;;;;;
17:11:41;;8;;;;;;;
17:11:43;;8;;;;;;;
17:11:45;;8;;;;;;;
17:11:47;;8;;;;;;;
17:11:48;;8;;;;;;;
17:11:50;;8;;;;;;;
17:11:52;;8;;;;;;;
17:11:54;;8;;;;;;;
17:11:55;;8;;;;;;;
17:11:57;;8;;;;;;;
17:11:59;;8;;;;;;;
17:12:01;;8;;;;;;;
17:12:02;;8;;;;;;;
17:12:04;;8;;;;;;;
17:12:06;;8;;;;;;;
17:12:08;;8;;;;;;;
17:12:09;;8;;;;;;;
17:12:11;;8;;;;;;;
17:12:13;;8;;;;;;;
17:12:15;;8;;;;;;;
17:12:17;;8;;;;;;;
17:12:18;;8;;;;;;;
17:12:20;;8;;;;;;;
17:12:22;;8;;;;;;;
17:12:24;;8;;;;;;;
17:12:25;;8;;;;;;;
17:12:27;;7;;;;;;;
17:12:29;;8;;;;;;;
17:12:31;;7;;;;;;;
17:12:32;;7;;;;;;;
17:12:34;;7;;;;;;;
17:12:36;;8;;;;;;;
17:12:38;;8;;;;;;;
17:12:39;;8;;;;;;;
17:12:41;;8;;;;;;;
17:12:43;;8;;;;;;;
17:12:45;;8;;;;;;;
17:12:46;;8;;;;;;;
17:12:48;;8;;;;;;;
17:12:50;;8;;;;;;;
17:12:52;;8;;;;;;;
17:12:53;;8;;;;;;;
17:12:55;;8;;;;;;;
17:12:57;;8;;;;;;;
17:12:59;;8;;;;;;;
17:13:00;;8;;;;;;;
17:13:02;;8;;;;;;;
17:13:04;;8;;;;;;;
17:13:06;;8;;;;;;;
17:13:07;;8;;;;;;;
17:13:09;;8;;;;;;;
17:13:11;;8;;;;;;;
17:13:13;;8;;;;;;;
17:13:15;;8;;;;;;;
17:13:16;;8;;;;;;;
17:13:18;;8;;;;;;;
17:13:20;;8;;;;;;;
17:13:22;;8;;;;;;;
17:13:23;;8;;;;;;;
17:13:25;;8;;;;;;;
17:13:27;;8;;;;;;;
17:13:29;;8;;;;;;;
17:13:30;;8;;;;;;;
17:13:32;;8;;;;;;;
17:13:34;;8;;;;;;;
17:13:36;;8;;;;;;;
17:13:37;;8;;;;;;;
17:13:39;;8;;;;;;;
17:13:41;;8;;;;;;;
17:13:43;;8;;;;;;;
17:13:44;;8;;;;;;;
17:13:46;;8;;;;;;;
17:13:48;;8;;;;;;;
17:13:50;;8;;;;;;;
17:13:51;;8;;;;;;;
17:13:53;;8;;;;;;;
17:13:55;;8;;;;;;;
17:13:57;;7;;;;;;;
17:13:58;;8;;;;;;;
17:14:00;;8;;;;;;;
17:14:02;;8;;;;;;;
17:14:04;;8;;;;;;;
17:14:05;;8;;;;;;;
17:14:07;;8;;;;;;;
17:14:09;;7;;;;;;;
17:14:11;;7;;;;;;;
17:14:13;;7;;;;;;;
17:14:14;;7;;;;;;;
17:14:16;;7;;;;;;;
17:14:18;;7;;;;;;;
17:14:20;;7;;;;;;;
17:14:21;;7;;;;;;;
17:14:23;;7;;;;;;;
17:14:25;;7;;;;;;;
17:14:27;;7;;;;;;;
17:14:28;;7;;;;;;;
17:14:30;;7;;;;;;;
17:14:32;;8;;;;;;;
17:14:34;;7;;;;;;;
17:14:35;;7;;;;;;;
17:14:37;;7;;;;;;;
17:14:39;;7;;;;;;;
17:14:41;;7;;;;;;;
17:14:42;;7;;;;;;;
17:14:44;;7;;;;;;;
17:14:46;;7;;;;;;;
17:14:48;;7;;;;;;;
17:14:49;;7;;;;;;;
17:14:51;;7;;;;;;;
17:14:53;;7;;;;;;;
17:14:55;;7;;;;;;;
17:14:56;;7;;;;;;;
17:14:58;;7;;;;;;;
17:15:00;;7;;;;;;;
17:15:02;;7;;;;;;;
17:15:04;;7;;;;;;;
17:15:05;;7;;;;;;;
17:15:07;;7;;;;;;;
17:15:09;;7;;;;;;;
17:15:11;;7;;;;;;;
17:15:12;;7;;;;;;;
17:15:14;;7;;;;;;;
17:15:16;;7;;;;;;;
17:15:18;;7;;;;;;;
17:15:19;;7;;;;;;;
17:15:21;;7;;;;;;;
17:15:23;;7;;;;;;;
17:15:25;;7;;;;;;;
17:15:26;;7;;;;;;;
17:15:28;;7;;;;;;;
17:15:30;;7;;;;;;;
17:15:32;;7;;;;;;;
17:15:33;;7;;;;;;;
17:15:35;;7;;;;;;;
17:15:37;;7;;;;;;;
17:15:39;;7;;;;;;;
17:15:40;;7;;;;;;;
17:15:42;;7;;;;;;;
17:15:44;;7;;;;;;;
17:15:46;;7;;;;;;;
17:15:47;;7;;;;;;;
17:15:49;;7;;;;;;;
17:15:51;;7;;;;;;;
17:15:53;;7;;;;;;;
17:15:54;;7;;;;;;;
17:15:56;;8;;;;;;;
17:15:58;;8;;;;;;;
17:16:00;;8;;;;;;;
17:16:02;;8;;;;;;;
17:16:03;;8;;;;;;;
17:16:05;;7;;;;;;;
17:16:07;;7;;;;;;;
17:16:09;;7;;;;;;;
17:16:10;;7;;;;;;;
17:16:12;;7;;;;;;;
17:16:14;;7;;;;;;;
17:16:16;;7;;;;;;;
17:16:17;;8;;;;;;;
17:16:19;;8;;;;;;;
17:16:21;;8;;;;;;;
17:16:23;;8;;;;;;;
17:16:24;;7;;;;;;;
17:16:26;;7;;;;;;;
17:16:28;;7;;;;;;;
17:16:30;;7;;;;;;;
17:16:31;;7;;;;;;;
17:16:33;;7;;;;;;;
17:16:35;;7;;;;;;;
17:16:37;;7;;;;;;;
17:16:38;;7;;;;;;;
17:16:40;;7;;;;;;;
17:16:42;;7;;;;;;;
17:16:44;;7;;;;;;;
17:16:45;;7;;;;;;;
17:16:47;;7;;;;;;;
17:16:49;;7;;;;;;;
17:16:51;;7;;;;;;;
17:16:52;;7;;;;;;;
17:16:54;;7;;;;;;;
17:16:56;;7;;;;;;;
17:16:58;;7;;;;;;;
17:17:00;;7;;;;;;;
17:17:01;;7;;;;;;;
17:17:03;;7;;;;;;;
17:17:05;;7;;;;;;;
17:17:07;;7;;;;;;;
17:17:08;;7;;;;;;;
17:17:10;;7;;;;;;;
17:17:12;;7;;;;;;;
17:17:14;;7;;;;;;;
17:17:15;;7;;;;;;;
17:17:17;;7;;;;;;;
17:17:19;;7;;;;;;;
17:17:21;;7;;;;;;;
17:17:22;;7;;;;;;;
17:17:24;;7;;;;;;;
17:17:26;;7;;;;;;;
17:17:28;;7;;;;;;;
17:17:29;;7;;;;;;;
17:17:31;;8;;;;;;;
17:17:33;;8;;;;;;;
17:17:35;;8;;;;;;;
17:17:36;;8;;;;;;;
17:17:38;;26;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
17:29:20;;5;;;;;;;
17:29:21;;8;;;;;;;
17:29:23;;8;;;;;;;
17:29:25;;8;;;;;;;
17:29:27;;8;;;;;;;
17:29:28;;8;;;;;;;
17:29:30;;5;;;;;;;
17:29:32;;5;;;;;;;
17:29:34;;5;;;;;;;
17:29:36;;5;;;;;;;
17:29:37;;5;;;;;;;
17:29:39;;5;;;;;;;
17:29:41;;5;;;;;;;
17:29:43;;5;;;;;;;
17:29:44;;5;;;;;;;
17:29:46;;5;;;;;;;
17:29:48;;5;;;;;;;
17:29:50;;5;;;;;;;
17:29:51;;5;;;;;;;
17:29:53;;5;;;;;;;
17:29:55;;5;;;;;;;
17:29:57;;5;;;;;;;
17:29:58;;5;;;;;;;
17:30:00;;5;;;;;;;
17:30:02;;5;;;;;;;
17:30:04;;5;;;;;;;
17:30:05;;5;;;;;;;
17:30:07;;5;;;;;;;
17:30:09;;5;;;;;;;
17:30:11;;5;;;;;;;
17:30:12;;5;;;;;;;
17:30:14;;5;;;;;;;
17:30:16;;5;;;;;;;
17:30:18;;5;;;;;;;
17:30:19;;5;;;;;;;
17:30:21;;5;;;;;;;
17:30:23;;5;;;;;;;
17:30:25;;5;;;;;;;
17:30:26;;5;;;;;;;
17:30:28;;5;;;;;;;
17:30:30;;5;;;;;;;
17:30:32;;5;;;;;;;
17:30:34;;5;;;;;;;
17:30:35;;5;;;;;;;
17:30:37;;5;;;;;;;
17:30:39;;5;;;;;;;
17:30:41;;5;;;;;;;
17:30:42;;5;;;;;;;
17:30:44;;5;;;;;;;
17:30:46;;5;;;;;;;
17:30:48;;5;;;;;;;
17:30:49;;5;;;;;;;
17:30:51;;5;;;;;;;
17:30:53;;5;;;;;;;
17:30:55;;5;;;;;;;
17:30:56;;5;;;;;;;
17:30:58;;5;;;;;;;
17:31:00;;5;;;;;;;
17:31:02;;5;;;;;;;
17:31:03;;5;;;;;;;
17:31:05;;5;;;;;;;
17:31:07;;5;;;;;;;
17:31:09;;5;;;;;;;
17:31:10;;5;;;;;;;
17:31:12;;5;;;;;;;
17:31:14;;5;;;;;;;
17:31:16;;5;;;;;;;
17:31:17;;5;;;;;;;
17:31:19;;5;;;;;;;
17:31:21;;5;;;;;;;
17:31:23;;5;;;;;;;
17:31:24;;5;;;;;;;
17:31:26;;5;;;;;;;
17:31:28;;5;;;;;;;
17:31:30;;5;;;;;;;
17:31:32;;5;;;;;;;
17:31:33;;5;;;;;;;
17:31:35;;5;;;;;;;
17:31:37;;5;;;;;;;
17:31:39;;5;;;;;;;
17:31:40;;5;;;;;;;
17:31:42;;5;;;;;;;
17:31:44;;5;;;;;;;
17:31:46;;5;;;;;;;
17:31:47;;5;;;;;;;
17:31:49;;5;;;;;;;
17:31:51;;5;;;;;;;
17:31:53;;5;;;;;;;
17:31:54;;5;;;;;;;
17:31:56;;5;;;;;;;
17:31:58;;5;;;;;;;
17:32:00;;5;;;;;;;
17:32:01;;5;;;;;;;
17:32:03;;5;;;;;;;
17:32:05;;5;;;;;;;
17:32:07;;5;;;;;;;
17:32:08;;5;;;;;;;
17:32:10;;5;;;;;;;
17:32:12;;5;;;;;;;
17:32:14;;5;;;;;;;
17:32:15;;7;;;;;;;
17:32:17;;8;;;;;;;
17:32:19;;8;;;;;;;
17:32:21;;8;;;;;;;
17:32:23;;8;;;;;;;
17:32:24;;8;;;;;;;
17:32:26;;7;;;;;;;
17:32:28;;7;;;;;;;
17:32:30;;8;;;;;;;
17:32:31;;5;;;;;;;
17:32:33;;5;;;;;;;
17:32:35;;5;;;;;;;
17:32:37;;5;;;;;;;
17:32:38;;5;;;;;;;
17:32:40;;5;;;;;;;
17:32:42;;5;;;;;;;
17:32:44;;5;;;;;;;
17:32:45;;5;;;;;;;
17:32:47;;5;;;;;;;
17:32:49;;5;;;;;;;
17:32:51;;5;;;;;;;
17:32:52;;5;;;;;;;
17:32:54;;5;;;;;;;
17:32:56;;5;;;;;;;
17:32:58;;5;;;;;;;
17:32:59;;5;;;;;;;
17:33:01;;5;;;;;;;
17:33:03;;7;;;;;;;
17:33:05;;8;;;;;;;
17:33:06;;8;;;;;;;
17:33:08;;8;;;;;;;
17:33:10;;8;;;;;;;
17:33:12;;8;;;;;;;
17:33:13;;8;;;;;;;
17:33:15;;8;;;;;;;
17:33:17;;8;;;;;;;
17:33:19;;8;;;;;;;
17:33:21;;8;;;;;;;
17:33:22;;8;;;;;;;
17:33:24;;8;;;;;;;
17:33:26;;8;;;;;;;
17:33:28;;8;;;;;;;
17:33:29;;8;;;;;;;
17:33:31;;8;;;;;;;
17:33:33;;8;;;;;;;
17:33:35;;7;;;;;;;
17:33:36;;5;;;;;;;
17:33:38;;5;;;;;;;
17:33:40;;5;;;;;;;
17:33:42;;5;;;;;;;
17:33:43;;5;;;;;;;
17:33:45;;4;;;;;;;
17:33:47;;5;;;;;;;
17:33:49;;4;;;;;;;
17:33:50;;4;;;;;;;
17:33:52;;4;;;;;;;
17:33:54;;4;;;;;;;
17:33:56;;4;;;;;;;
17:33:57;;4;;;;;;;
17:33:59;;4;;;;;;;
17:34:01;;4;;;;;;;
17:34:03;;5;;;;;;;
17:34:04;;5;;;;;;;
17:34:06;;5;;;;;;;
17:34:08;;5;;;;;;;
17:34:10;;4;;;;;;;
17:34:12;;4;;;;;;;
17:34:13;;4;;;;;;;
17:34:15;;4;;;;;;;
17:34:17;;5;;;;;;;
17:34:19;;4;;;;;;;
17:34:20;;4;;;;;;;
17:34:22;;4;;;;;;;
17:34:24;;4;;;;;;;
17:34:26;;4;;;;;;;
17:34:27;;5;;;;;;;
17:34:29;;4;;;;;;;
17:34:31;;4;;;;;;;
17:34:33;;4;;;;;;;
17:34:34;;5;;;;;;;
17:34:36;;5;;;;;;;
17:34:38;;5;;;;;;;
17:34:40;;4;;;;;;;
17:34:41;;4;;;;;;;
17:34:43;;5;;;;;;;
17:34:45;;5;;;;;;;
17:34:47;;8;;;;;;;
17:34:48;;8;;;;;;;
17:34:50;;8;;;;;;;
17:34:52;;8;;;;;;;
17:34:54;;8;;;;;;;
17:34:55;;8;;;;;;;
17:34:57;;8;;;;;;;
17:34:59;;8;;;;;;;
17:35:01;;8;;;;;;;
17:35:02;;8;;;;;;;
17:35:04;;8;;;;;;;
17:35:06;;8;;;;;;;
17:35:08;;8;;;;;;;
17:35:10;;8;;;;;;;
17:35:11;;8;;;;;;;
17:35:13;;7;;;;;;;
17:35:18;;27;;;;;;;
17:35:20;;26;;;;;;;
17:35:22;;26;;;;;;;
17:35:24;;26;;;;;;;
17:35:25;;26;;;;;;;
17:35:27;;25;;;;;;;
17:35:29;;25;;;;;;;
17:35:31;;25;;;;;;;
17:35:32;;24;;;;;;;
17:35:34;;23;;;;;;;
17:35:36;;23;;;;;;;
17:35:38;;23;;;;;;;
17:35:39;;23;;;;;;;
17:35:41;;23;;;;;;;
17:35:43;;23;;;;;;;
17:35:45;;23;;;;;;;
17:35:46;;22;;;;;;;
17:35:48;;22;;;;;;;
17:35:50;;22;;;;;;;
17:35:52;;22;;;;;;;
17:35:53;;21;;;;;;;
17:35:55;;21;;;;;;;
17:35:57;;21;;;;;;;
17:35:59;;21;;;;;;;
17:36:00;;21;;;;;;;
17:36:02;;21;;;;;;;
17:36:04;;21;;;;;;;
17:36:06;;21;;;;;;;
17:36:08;;21;;;;;;;
17:36:09;;21;;;;;;;
17:36:11;;21;;;;;;;
17:36:13;;21;;;;;;;
17:36:15;;22;;;;;;;
17:36:16;;21;;;;;;;
17:36:18;;22;;;;;;;
17:36:20;;22;;;;;;;
17:36:22;;22;;;;;;;
17:36:23;;22;;;;;;;
17:36:25;;22;;;;;;;
17:36:27;;22;;;;;;;
17:36:29;;22;;;;;;;
17:36:30;;22;;;;;;;
17:36:32;;22;;;;;;;
17:36:34;;22;;;;;;;
17:36:36;;22;;;;;;;
17:36:37;;22;;;;;;;
17:36:39;;22;;;;;;;
17:36:41;;22;;;;;;;
17:36:43;;22;;;;;;;
17:36:44;;22;;;;;;;
17:36:46;;22;;;;;;;
17:36:48;;22;;;;;;;
17:36:50;;22;;;;;;;
17:36:51;;22;;;;;;;
17:36:53;;22;;;;;;;
17:36:55;;22;;;;;;;
17:36:57;;22;;;;;;;
17:36:59;;25;;;;;;;
17:37:00;;25;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
17:37:20;;24;;;;;;;
17:37:21;;25;;;;;;;
17:37:23;;23;;;;;;;
17:37:25;;24;;;;;;;
17:37:27;;25;;;;;;;
17:37:28;;25;;;;;;;
17:37:30;;25;;;;;;;
17:37:32;;25;;;;;;;
17:37:34;;29;;;;;;;
17:37:35;;29;;;;;;;
17:37:37;;29;;;;;;;
17:37:39;;28;;;;;;;
17:37:41;;27;;;;;;;
17:37:42;;26;;;;;;;
17:37:44;;26;;;;;;;
17:37:46;;26;;;;;;;
17:37:48;;25;;;;;;;
17:37:49;;24;;;;;;;
17:37:51;;25;;;;;;;
17:37:53;;25;;;;;;;
17:37:55;;25;;;;;;;
17:37:57;;24;;;;;;;
17:37:58;;24;;;;;;;
17:38:00;;24;;;;;;;
17:38:02;;25;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
17:38:14;;26;;;;;;;
17:38:16;;26;;;;;;;
