
[2020-10-16 00:15:57.915] Mama bitti.Suyun Seviyesi:0
[2020-10-16 00:15:57.915] 60cm'den daha uzak
[2020-10-16 00:15:57.918] Isik seviyesi:479
[2020-10-16 00:15:57.918] Mama bitti.Suyun Seviyesi:0
[2020-10-16 00:15:57.918] 60cm'den daha uzak
[2020-10-16 00:15:57.918] Isik seviyesi:499
[2020-10-16 00:15:57.918] Mama bitti.Suyun Seviyesi:1
[2020-10-16 00:15:57.918] 60cm'den daha uzak
[2020-10-16 00:15:57.918] Isik seviyesi:156
[2020-10-16 00:15:57.918] Suyun Seviyesi:0
[2020-10-16 00:15:57.918] 60cm'den daha uzak
[2020-10-16 00:15:57.918] Isik seviyesi:195
[2020-10-16 00:15:57.918] Suyun Seviyesi:0
[2020-10-16 00:15:57.918] 60cm'den daha uzak
[2020-10-16 00:15:57.918] Isik seviyesi:202
[2020-10-16 00:15:57.918] Suyun Seviyesi:0
[2020-10-16 00:15:57.918] 60cm'den daha uzak
[2020-10-16 00:15:57.918] Isik seviyesi:205
[2020-10-16 00:15:57.918] Suyun Seviyesi:0
[2020-10-16 00:15:57.918] 60cm'den daha uzak
[2020-10-16 00:15:57.918] Isik seviyesi:206
[2020-10-16 00:15:57.918] Suyun Seviyesi:0
[2020-10-16 00:15:57.918] 60cm'den daha uzak
[2020-10-16 00:15:57.918] Isik seviyesi:216
[2020-10-16 00:15:57.918] Suyun Seviyesi:0
[2020-10-16 00:15:57.918] 60cm'den daha uzak
[2020-10-16 00:15:57.918] Isik seviyesi:167
[2020-10-16 00:15:57.918] Suyun Seviyesi:1
[2020-10-16 00:15:57.919] 60cm'den daha uzak
[2020-10-16 00:15:57.919] Isik seviyesi:166
[2020-10-16 00:15:57.919] Suyun Seviyesi:0
[2020-10-16 00:15:57.919] 60cm'den daha uzak
[2020-10-16 00:15:57.919] Isik seviyesi:171
[2020-10-16 00:15:57.940] Suyun Seviyesi:0
[2020-10-16 00:15:57.940] 60cm'den daha uzak
[2020-10-16 00:15:58.442] Isik seviyesi:172
[2020-10-16 00:15:59.208] Suyun Seviyesi:0
[2020-10-16 00:15:59.208] 60cm'den daha uzak
[2020-10-16 00:15:59.719] Isik seviyesi:172
[2020-10-16 00:16:00.481] Suyun Seviyesi:0
[2020-10-16 00:16:00.481] 60cm'den daha uzak
